batch k value what
1000 36 1.29053 diff
1000 36 0.973571 norm
1000 37 1.36447 diff
1000 37 0.958522 norm
1000 38 1.22839 diff
1000 38 0.944324 norm
1000 39 1.17895 diff
1000 39 0.923432 norm
1000 40 1.22683 diff
1000 40 0.913443 norm
1000 41 1.15195 diff
1000 41 0.906444 norm
1000 42 1.18082 diff
1000 42 0.900892 norm
1000 43 1.20383 diff
1000 43 0.899845 norm
1000 44 1.25168 diff
1000 44 0.886614 norm
1000 45 1.23048 diff
1000 45 0.871131 norm
1000 46 1.16153 diff
1000 46 0.872105 norm
1000 47 1.13701 diff
1000 47 0.862716 norm
1000 48 1.22433 diff
1000 48 0.854571 norm
1000 49 1.12764 diff
1000 49 0.852597 norm
1000 50 1.25308 diff
1000 50 0.85209 norm
1000 51 1.28948 diff
1000 51 0.844507 norm
1000 52 1.17708 diff
1000 52 0.83821 norm
1000 53 1.15845 diff
1000 53 0.826003 norm
1000 54 1.18547 diff
1000 54 0.813393 norm
1000 55 1.15957 diff
1000 55 0.809855 norm
1000 56 1.18318 diff
1000 56 0.807518 norm
1000 57 1.19161 diff
1000 57 0.808483 norm
1000 58 1.19422 diff
1000 58 0.791532 norm
1000 59 1.24905 diff
1000 59 0.78804 norm
1000 60 1.16352 diff
1000 60 0.782685 norm
1000 61 1.15421 diff
1000 61 0.766238 norm
1000 62 1.20499 diff
1000 62 0.765679 norm
1000 63 1.13011 diff
1000 63 0.761335 norm
1000 64 1.18705 diff
1000 64 0.752707 norm
1000 65 1.21345 diff
1000 65 0.75055 norm
1000 66 1.15921 diff
1000 66 0.745354 norm
1000 67 1.10871 diff
1000 67 0.733667 norm
1000 68 1.13123 diff
1000 68 0.72301 norm
1000 69 1.11643 diff
1000 69 0.715037 norm
1000 70 1.1253 diff
1000 70 0.716949 norm
1000 71 1.09639 diff
1000 71 0.71163 norm
1000 72 1.12337 diff
1000 72 0.703964 norm
1000 73 1.144 diff
1000 73 0.703893 norm
1000 74 1.13511 diff
1000 74 0.687085 norm
1000 75 1.10069 diff
1000 75 0.678471 norm
1000 76 1.06842 diff
1000 76 0.68128 norm
1000 77 1.0745 diff
1000 77 0.664664 norm
1000 78 1.09125 diff
1000 78 0.663662 norm
1000 79 1.07719 diff
1000 79 0.661631 norm
1000 80 1.05136 diff
1000 80 0.652398 norm
1000 81 1.10093 diff
1000 81 0.64922 norm
1000 82 1.0412 diff
1000 82 0.632209 norm
1000 83 1.00868 diff
1000 83 0.632347 norm
1000 84 1.04665 diff
1000 84 0.626306 norm
1000 85 1.05117 diff
1000 85 0.62911 norm
1000 86 0.994232 diff
1000 86 0.632863 norm
1000 87 1.11607 diff
1000 87 0.627151 norm
1000 88 1.06532 diff
1000 88 0.61792 norm
1000 89 1.04129 diff
1000 89 0.620858 norm
1000 90 1.04307 diff
1000 90 0.616747 norm
1000 91 0.987974 diff
1000 91 0.609784 norm
1000 92 1.01693 diff
1000 92 0.622156 norm
1000 93 1.04495 diff
1000 93 0.616409 norm
1000 94 1.03591 diff
1000 94 0.620682 norm
1000 95 1.10318 diff
1000 95 0.616075 norm
1000 96 1.05292 diff
1000 96 0.612339 norm
1000 97 0.987283 diff
1000 97 0.608429 norm
1000 98 1.04878 diff
1000 98 0.604827 norm
1000 99 1.0674 diff
1000 99 0.615009 norm
1000 100 1.06975 diff
1000 100 0.616828 norm
1000 101 1.07026 diff
1000 101 0.612526 norm
1000 102 1.11256 diff
1000 102 0.609795 norm
1000 103 1.10816 diff
1000 103 0.606634 norm
1000 104 1.05953 diff
1000 104 0.595625 norm
1000 105 0.986494 diff
1000 105 0.601155 norm
1000 106 1.02241 diff
1000 106 0.604566 norm
1000 107 1.10971 diff
1000 107 0.601603 norm
1000 108 1.08562 diff
1000 108 0.602459 norm
1000 109 1.24865 diff
1000 109 0.975832 norm
1000 110 1.12533 diff
1000 110 0.889753 norm
1000 111 1.04344 diff
1000 111 0.865492 norm
1000 112 0.993822 diff
1000 112 0.858242 norm
1000 113 0.982949 diff
1000 113 0.852749 norm
1000 114 0.906721 diff
1000 114 0.835618 norm
1000 115 0.892394 diff
1000 115 0.811552 norm
1000 116 0.89639 diff
1000 116 0.807762 norm
1000 117 0.905872 diff
1000 117 0.787752 norm
1000 118 0.806757 diff
1000 118 0.781373 norm
1000 119 0.0 diff
1000 119 0.775621 norm
1500 0 1.63615 diff
1500 0 1.45267 norm
1500 1 1.81761 diff
1500 1 1.62798 norm
1500 2 1.98826 diff
1500 2 1.78989 norm
1500 3 2.08655 diff
1500 3 1.92049 norm
1500 4 2.17843 diff
1500 4 2.00132 norm
1500 5 2.14766 diff
1500 5 2.00747 norm
1500 6 2.26599 diff
1500 6 2.10921 norm
1500 7 2.32368 diff
1500 7 2.18004 norm
1500 8 2.4117 diff
1500 8 2.20599 norm
1500 9 2.41889 diff
1500 9 2.19971 norm
1500 10 2.34441 diff
1500 10 2.05144 norm
1500 11 2.19016 diff
1500 11 1.92875 norm
1500 12 2.04654 diff
1500 12 1.83019 norm
1500 13 1.92372 diff
1500 13 1.74037 norm
1500 14 1.84254 diff
1500 14 1.6572 norm
1500 15 1.99158 diff
1500 15 1.58327 norm
1500 16 1.77476 diff
1500 16 1.52749 norm
1500 17 1.81402 diff
1500 17 1.47708 norm
1500 18 1.70727 diff
1500 18 1.42926 norm
1500 19 1.61863 diff
1500 19 1.38254 norm
1500 20 1.57346 diff
1500 20 1.33655 norm
1500 21 1.5652 diff
1500 21 1.30255 norm
1500 22 1.6693 diff
1500 22 1.27149 norm
1500 23 1.59702 diff
1500 23 1.24306 norm
1500 24 1.53887 diff
1500 24 1.20689 norm
1500 25 1.46163 diff
1500 25 1.18478 norm
1500 26 1.48143 diff
1500 26 1.16052 norm
1500 27 1.32903 diff
1500 27 1.13862 norm
1500 28 1.3552 diff
1500 28 1.1057 norm
1500 29 1.47404 diff
1500 29 1.09083 norm
1500 30 1.37775 diff
1500 30 1.06827 norm
1500 31 1.38151 diff
1500 31 1.05261 norm
1500 32 1.31506 diff
1500 32 1.04013 norm
1500 33 1.27765 diff
1500 33 1.02084 norm
1500 34 1.21859 diff
1500 34 0.996216 norm
1500 35 1.33725 diff
1500 35 0.983856 norm
1500 36 1.31743 diff
1500 36 0.967826 norm
1500 37 1.38217 diff
1500 37 0.96236 norm
1500 38 1.25842 diff
1500 38 0.937785 norm
1500 39 1.19178 diff
1500 39 0.931743 norm
1500 40 1.28467 diff
1500 40 0.925189 norm
1500 41 1.17052 diff
1500 41 0.899915 norm
1500 42 1.20511 diff
1500 42 0.900985 norm
1500 43 1.25119 diff
1500 43 0.877254 norm
1500 44 1.26312 diff
1500 44 0.874383 norm
1500 45 1.2447 diff
1500 45 0.867436 norm
1500 46 1.18038 diff
1500 46 0.862697 norm
1500 47 1.13319 diff
1500 47 0.857063 norm
1500 48 1.24355 diff
1500 48 0.841072 norm
1500 49 1.1537 diff
1500 49 0.828203 norm
1500 50 1.24063 diff
1500 50 0.827307 norm
1500 51 1.28274 diff
1500 51 0.822159 norm
1500 52 1.13882 diff
1500 52 0.815057 norm
1500 53 1.14276 diff
1500 53 0.80657 norm
1500 54 1.18911 diff
1500 54 0.795493 norm
1500 55 1.15367 diff
1500 55 0.79839 norm
1500 56 1.17688 diff
1500 56 0.783413 norm
1500 57 1.16503 diff
1500 57 0.762817 norm
1500 58 1.18267 diff
1500 58 0.766794 norm
1500 59 1.22725 diff
1500 59 0.756639 norm
1500 60 1.14513 diff
1500 60 0.760307 norm
1500 61 1.13529 diff
1500 61 0.743019 norm
1500 62 1.19538 diff
1500 62 0.736663 norm
1500 63 1.13381 diff
1500 63 0.723769 norm
1500 64 1.18787 diff
1500 64 0.716123 norm
1500 65 1.17497 diff
1500 65 0.717098 norm
1500 66 1.1112 diff
1500 66 0.713593 norm
1500 67 1.10648 diff
1500 67 0.697652 norm
1500 68 1.12617 diff
1500 68 0.695127 norm
1500 69 1.11977 diff
1500 69 0.695332 norm
1500 70 1.10691 diff
1500 70 0.684603 norm
1500 71 1.06848 diff
1500 71 0.666186 norm
1500 72 1.09957 diff
1500 72 0.670958 norm
1500 73 1.12702 diff
1500 73 0.672148 norm
1500 74 1.11482 diff
1500 74 0.663743 norm
1500 75 1.07675 diff
1500 75 0.660009 norm
1500 76 1.06446 diff
1500 76 0.648336 norm
1500 77 1.08342 diff
1500 77 0.647775 norm
1500 78 1.07584 diff
1500 78 0.631108 norm
1500 79 1.05198 diff
1500 79 0.637664 norm
1500 80 1.02457 diff
1500 80 0.633314 norm
1500 81 1.09943 diff
1500 81 0.626452 norm
1500 82 1.06862 diff
1500 82 0.621463 norm
1500 83 1.03274 diff
1500 83 0.618816 norm
1500 84 1.03662 diff
1500 84 0.612076 norm
1500 85 1.05324 diff
1500 85 0.61154 norm
1500 86 1.00705 diff
1500 86 0.605854 norm
1500 87 1.10313 diff
1500 87 0.606302 norm
1500 88 1.08368 diff
1500 88 0.614614 norm
1500 89 1.05177 diff
1500 89 0.607172 norm
1500 90 1.05788 diff
1500 90 0.605894 norm
1500 91 1.00207 diff
1500 91 0.604459 norm
1500 92 1.01991 diff
1500 92 0.599505 norm
1500 93 1.04196 diff
1500 93 0.60919 norm
1500 94 1.02605 diff
1500 94 0.602444 norm
1500 95 1.11224 diff
1500 95 0.611702 norm
1500 96 1.07213 diff
1500 96 0.602241 norm
1500 97 1.01688 diff
1500 97 0.60121 norm
1500 98 1.04265 diff
1500 98 0.607837 norm
1500 99 1.06689 diff
1500 99 0.605797 norm
1500 100 1.06899 diff
1500 100 0.597214 norm
1500 101 1.0705 diff
1500 101 0.600263 norm
1500 102 1.13089 diff
1500 102 0.605413 norm
1500 103 1.11659 diff
1500 103 0.606001 norm
1500 104 1.08622 diff
1500 104 0.597321 norm
1500 105 0.988268 diff
1500 105 0.594977 norm
1500 106 1.03553 diff
1500 106 0.596561 norm
1500 107 1.12893 diff
1500 107 0.595007 norm
1500 108 1.08679 diff
1500 108 0.592749 norm
1500 109 1.26596 diff
1500 109 0.986318 norm
1500 110 1.15612 diff
1500 110 0.900419 norm
1500 111 1.06167 diff
1500 111 0.875514 norm
1500 112 1.01207 diff
1500 112 0.872151 norm
1500 113 1.00522 diff
1500 113 0.855297 norm
1500 114 0.894879 diff
1500 114 0.838382 norm
1500 115 0.901668 diff
1500 115 0.81356 norm
1500 116 0.889478 diff
1500 116 0.809924 norm
1500 117 0.893621 diff
1500 117 0.798149 norm
1500 118 0.820967 diff
1500 118 0.791001 norm
1500 119 0.0 diff
1500 119 0.779026 norm
2000 0 1.6092 diff
2000 0 1.49854 norm
2000 1 1.80273 diff
2000 1 1.68561 norm
2000 2 1.93338 diff
2000 2 1.77597 norm
2000 3 1.98527 diff
2000 3 1.90098 norm
2000 4 2.14296 diff
2000 4 2.03071 norm
2000 5 2.17427 diff
2000 5 2.08221 norm
2000 6 2.23321 diff
2000 6 2.1349 norm
2000 7 2.28835 diff
2000 7 2.18205 norm
2000 8 2.38722 diff
2000 8 2.21795 norm
2000 9 2.39665 diff
2000 9 2.20547 norm
2000 10 2.31202 diff
2000 10 2.04576 norm
2000 11 2.15034 diff
2000 11 1.92853 norm
2000 12 2.00082 diff
2000 12 1.82558 norm
2000 13 1.90868 diff
2000 13 1.74083 norm
2000 14 1.84495 diff
2000 14 1.66547 norm
2000 15 1.97133 diff
2000 15 1.6024 norm
2000 16 1.72554 diff
2000 16 1.54543 norm
2000 17 1.80279 diff
2000 17 1.48928 norm
2000 18 1.69526 diff
2000 18 1.43876 norm
2000 19 1.616 diff
2000 19 1.40165 norm
2000 20 1.57835 diff
2000 20 1.35772 norm
2000 21 1.55906 diff
2000 21 1.3169 norm
2000 22 1.67471 diff
2000 22 1.29127 norm
2000 23 1.6179 diff
2000 23 1.26555 norm
2000 24 1.56521 diff
2000 24 1.23401 norm
2000 25 1.48887 diff
2000 25 1.21122 norm
2000 26 1.49735 diff
2000 26 1.17342 norm
2000 27 1.35289 diff
2000 27 1.15234 norm
2000 28 1.40716 diff
2000 28 1.12996 norm
2000 29 1.47814 diff
2000 29 1.10497 norm
2000 30 1.3709 diff
2000 30 1.08652 norm
2000 31 1.40152 diff
2000 31 1.06288 norm
2000 32 1.34765 diff
2000 32 1.04179 norm
2000 33 1.31506 diff
2000 33 1.02252 norm
2000 34 1.22581 diff
2000 34 1.00007 norm
2000 35 1.33131 diff
2000 35 0.98028 norm
2000 36 1.32144 diff
2000 36 0.96005 norm
2000 37 1.38706 diff
2000 37 0.948047 norm
2000 38 1.25731 diff
2000 38 0.945838 norm
2000 39 1.20659 diff
2000 39 0.920484 norm
2000 40 1.2543 diff
2000 40 0.902023 norm
2000 41 1.15764 diff
2000 41 0.89137 norm
2000 42 1.17821 diff
2000 42 0.886764 norm
2000 43 1.22473 diff
2000 43 0.875162 norm
2000 44 1.24032 diff
2000 44 0.870279 norm
2000 45 1.21179 diff
2000 45 0.859274 norm
2000 46 1.19046 diff
2000 46 0.861851 norm
2000 47 1.14841 diff
2000 47 0.846325 norm
2000 48 1.22555 diff
2000 48 0.841324 norm
2000 49 1.10778 diff
2000 49 0.828785 norm
2000 50 1.23636 diff
2000 50 0.818291 norm
2000 51 1.27858 diff
2000 51 0.823777 norm
2000 52 1.14858 diff
2000 52 0.821356 norm
2000 53 1.13712 diff
2000 53 0.809577 norm
2000 54 1.17267 diff
2000 54 0.799211 norm
2000 55 1.13036 diff
2000 55 0.789381 norm
2000 56 1.14978 diff
2000 56 0.787258 norm
2000 57 1.16867 diff
2000 57 0.782326 norm
2000 58 1.17434 diff
2000 58 0.775771 norm
2000 59 1.22088 diff
2000 59 0.771244 norm
2000 60 1.15407 diff
2000 60 0.767848 norm
2000 61 1.16754 diff
2000 61 0.761498 norm
2000 62 1.19148 diff
2000 62 0.755424 norm
2000 63 1.11063 diff
2000 63 0.742002 norm
2000 64 1.18494 diff
2000 64 0.74065 norm
2000 65 1.21105 diff
2000 65 0.746443 norm
2000 66 1.15263 diff
2000 66 0.735715 norm
2000 67 1.11533 diff
2000 67 0.739623 norm
2000 68 1.14052 diff
2000 68 0.731776 norm
2000 69 1.13303 diff
2000 69 0.718328 norm
2000 70 1.13299 diff
2000 70 0.715507 norm
2000 71 1.11293 diff
2000 71 0.716297 norm
2000 72 1.14813 diff
2000 72 0.712595 norm
2000 73 1.16632 diff
2000 73 0.702675 norm
2000 74 1.16211 diff
2000 74 0.695224 norm
2000 75 1.1222 diff
2000 75 0.694115 norm
2000 76 1.10674 diff
2000 76 0.678981 norm
2000 77 1.08902 diff
2000 77 0.668568 norm
2000 78 1.09233 diff
2000 78 0.659857 norm
2000 79 1.10336 diff
2000 79 0.660406 norm
2000 80 1.06705 diff
2000 80 0.647965 norm
2000 81 1.11076 diff
2000 81 0.655432 norm
2000 82 1.05013 diff
2000 82 0.636072 norm
2000 83 1.03909 diff
2000 83 0.628185 norm
2000 84 1.05418 diff
2000 84 0.62276 norm
2000 85 1.06178 diff
2000 85 0.622772 norm
2000 86 1.01629 diff
2000 86 0.625577 norm
2000 87 1.11922 diff
2000 87 0.615408 norm
2000 88 1.07105 diff
2000 88 0.613938 norm
2000 89 1.04733 diff
2000 89 0.616173 norm
2000 90 1.05177 diff
2000 90 0.614242 norm
2000 91 0.979222 diff
2000 91 0.604423 norm
2000 92 1.00184 diff
2000 92 0.60363 norm
2000 93 1.02679 diff
2000 93 0.602748 norm
2000 94 1.02898 diff
2000 94 0.611489 norm
2000 95 1.08643 diff
2000 95 0.610924 norm
2000 96 1.02135 diff
2000 96 0.599694 norm
2000 97 0.982818 diff
2000 97 0.601966 norm
2000 98 1.0292 diff
2000 98 0.596616 norm
2000 99 1.04636 diff
2000 99 0.59444 norm
2000 100 1.04129 diff
2000 100 0.599913 norm
2000 101 1.03233 diff
2000 101 0.594776 norm
2000 102 1.09044 diff
2000 102 0.597204 norm
2000 103 1.07796 diff
2000 103 0.593959 norm
2000 104 1.04089 diff
2000 104 0.598428 norm
2000 105 0.950345 diff
2000 105 0.596133 norm
2000 106 0.994893 diff
2000 106 0.588342 norm
2000 107 1.08685 diff
2000 107 0.595543 norm
2000 108 1.06219 diff
2000 108 0.606756 norm
2000 109 1.23955 diff
2000 109 0.97075 norm
2000 110 1.12082 diff
2000 110 0.883755 norm
2000 111 1.0621 diff
2000 111 0.852687 norm
2000 112 1.01994 diff
2000 112 0.84086 norm
2000 113 1.01516 diff
2000 113 0.824038 norm
2000 114 0.899368 diff
2000 114 0.804536 norm
2000 115 0.886944 diff
2000 115 0.775248 norm
2000 116 0.90951 diff
2000 116 0.771389 norm
2000 117 0.915403 diff
2000 117 0.755669 norm
2000 118 0.82177 diff
2000 118 0.754007 norm
2000 119 0.0 diff
2000 119 0.73814 norm
2500 0 1.61597 diff
2500 0 1.46863 norm
2500 1 1.84039 diff
2500 1 1.67164 norm
2500 2 1.97917 diff
2500 2 1.78698 norm
2500 3 2.02794 diff
2500 3 1.89435 norm
2500 4 2.21806 diff
2500 4 2.04993 norm
2500 5 2.22641 diff
2500 5 2.07941 norm
2500 6 2.26025 diff
2500 6 2.14012 norm
2500 7 2.30489 diff
2500 7 2.17102 norm
2500 8 2.41553 diff
2500 8 2.22718 norm
2500 9 2.42684 diff
2500 9 2.21293 norm
2500 10 2.33653 diff
2500 10 2.05231 norm
2500 11 2.20108 diff
2500 11 1.93873 norm
2500 12 2.04267 diff
2500 12 1.83304 norm
2500 13 1.93164 diff
2500 13 1.74647 norm
2500 14 1.8677 diff
2500 14 1.67404 norm
2500 15 1.97102 diff
2500 15 1.60567 norm
2500 16 1.7335 diff
2500 16 1.54486 norm
2500 17 1.79971 diff
2500 17 1.48884 norm
2500 18 1.70289 diff
2500 18 1.44412 norm
2500 19 1.63058 diff
2500 19 1.40718 norm
2500 20 1.58487 diff
2500 20 1.35637 norm
2500 21 1.55568 diff
2500 21 1.31535 norm
2500 22 1.6594 diff
2500 22 1.2876 norm
2500 23 1.60589 diff
2500 23 1.2526 norm
2500 24 1.51255 diff
2500 24 1.22059 norm
2500 25 1.47825 diff
2500 25 1.19556 norm
2500 26 1.47396 diff
2500 26 1.16412 norm
2500 27 1.34352 diff
2500 27 1.1439 norm
2500 28 1.3576 diff
2500 28 1.12058 norm
2500 29 1.43786 diff
2500 29 1.09908 norm
2500 30 1.32388 diff
2500 30 1.07265 norm
2500 31 1.3736 diff
2500 31 1.05635 norm
2500 32 1.32783 diff
2500 32 1.03954 norm
2500 33 1.27443 diff
2500 33 1.02504 norm
2500 34 1.22043 diff
2500 34 1.00196 norm
2500 35 1.32268 diff
2500 35 0.991386 norm
2500 36 1.32205 diff
2500 36 0.972818 norm
2500 37 1.35763 diff
2500 37 0.960711 norm
2500 38 1.26389 diff
2500 38 0.953708 norm
2500 39 1.20349 diff
2500 39 0.936632 norm
2500 40 1.27309 diff
2500 40 0.922826 norm
2500 41 1.19171 diff
2500 41 0.912165 norm
2500 42 1.18793 diff
2500 42 0.90868 norm
2500 43 1.22601 diff
2500 43 0.896642 norm
2500 44 1.25717 diff
2500 44 0.880926 norm
2500 45 1.25081 diff
2500 45 0.876192 norm
2500 46 1.18047 diff
2500 46 0.868107 norm
2500 47 1.17764 diff
2500 47 0.860306 norm
2500 48 1.24739 diff
2500 48 0.850313 norm
2500 49 1.13769 diff
2500 49 0.840883 norm
2500 50 1.25144 diff
2500 50 0.832958 norm
2500 51 1.27398 diff
2500 51 0.824852 norm
2500 52 1.16032 diff
2500 52 0.827016 norm
2500 53 1.13748 diff
2500 53 0.80924 norm
2500 54 1.19656 diff
2500 54 0.806177 norm
2500 55 1.13161 diff
2500 55 0.796901 norm
2500 56 1.17279 diff
2500 56 0.796045 norm
2500 57 1.16463 diff
2500 57 0.788195 norm
2500 58 1.18759 diff
2500 58 0.778716 norm
2500 59 1.22199 diff
2500 59 0.770121 norm
2500 60 1.15655 diff
2500 60 0.763473 norm
2500 61 1.17108 diff
2500 61 0.759725 norm
2500 62 1.19378 diff
2500 62 0.748467 norm
2500 63 1.12103 diff
2500 63 0.738379 norm
2500 64 1.17851 diff
2500 64 0.736118 norm
2500 65 1.19966 diff
2500 65 0.729849 norm
2500 66 1.12914 diff
2500 66 0.720168 norm
2500 67 1.09123 diff
2500 67 0.711446 norm
2500 68 1.11866 diff
2500 68 0.713158 norm
2500 69 1.11546 diff
2500 69 0.694113 norm
2500 70 1.1122 diff
2500 70 0.694422 norm
2500 71 1.08227 diff
2500 71 0.692125 norm
2500 72 1.11529 diff
2500 72 0.681936 norm
2500 73 1.12427 diff
2500 73 0.672638 norm
2500 74 1.12789 diff
2500 74 0.663825 norm
2500 75 1.09708 diff
2500 75 0.667304 norm
2500 76 1.05405 diff
2500 76 0.653964 norm
2500 77 1.07439 diff
2500 77 0.648095 norm
2500 78 1.07712 diff
2500 78 0.648104 norm
2500 79 1.06622 diff
2500 79 0.639631 norm
2500 80 1.03163 diff
2500 80 0.632957 norm
2500 81 1.09013 diff
2500 81 0.63342 norm
2500 82 1.03845 diff
2500 82 0.629063 norm
2500 83 1.0317 diff
2500 83 0.618576 norm
2500 84 1.06347 diff
2500 84 0.618048 norm
2500 85 1.0586 diff
2500 85 0.620077 norm
2500 86 1.01329 diff
2500 86 0.614634 norm
2500 87 1.12241 diff
2500 87 0.610345 norm
2500 88 1.07007 diff
2500 88 0.600626 norm
2500 89 1.04643 diff
2500 89 0.613245 norm
2500 90 1.05567 diff
2500 90 0.60113 norm
2500 91 1.00753 diff
2500 91 0.608998 norm
2500 92 1.01316 diff
2500 92 0.604173 norm
2500 93 1.04001 diff
2500 93 0.601409 norm
2500 94 1.02574 diff
2500 94 0.607809 norm
2500 95 1.09955 diff
2500 95 0.605452 norm
2500 96 1.0419 diff
2500 96 0.604856 norm
2500 97 1.01136 diff
2500 97 0.604034 norm
2500 98 1.05322 diff
2500 98 0.606715 norm
2500 99 1.07593 diff
2500 99 0.604309 norm
2500 100 1.07447 diff
2500 100 0.606518 norm
2500 101 1.05163 diff
2500 101 0.606171 norm
2500 102 1.10624 diff
2500 102 0.601663 norm
2500 103 1.10322 diff
2500 103 0.604043 norm
2500 104 1.07055 diff
2500 104 0.603021 norm
2500 105 0.991245 diff
2500 105 0.609994 norm
2500 106 1.02485 diff
2500 106 0.59973 norm
2500 107 1.10266 diff
2500 107 0.602959 norm
2500 108 1.08739 diff
2500 108 0.604553 norm
2500 109 1.23814 diff
2500 109 1.00445 norm
2500 110 1.14437 diff
2500 110 0.919325 norm
2500 111 1.06651 diff
2500 111 0.88536 norm
2500 112 1.02592 diff
2500 112 0.871412 norm
2500 113 1.00837 diff
2500 113 0.851535 norm
2500 114 0.908312 diff
2500 114 0.828683 norm
2500 115 0.865628 diff
2500 115 0.798262 norm
2500 116 0.872726 diff
2500 116 0.786565 norm
2500 117 0.899113 diff
2500 117 0.76885 norm
2500 118 0.802503 diff
2500 118 0.758721 norm
2500 119 0.0 diff
2500 119 0.74778 norm
3000 0 1.62988 diff
3000 0 1.46796 norm
3000 1 1.83907 diff
3000 1 1.64873 norm
3000 2 1.99944 diff
3000 2 1.80038 norm
3000 3 2.03134 diff
3000 3 1.89639 norm
3000 4 2.2308 diff
3000 4 2.03038 norm
3000 5 2.22588 diff
3000 5 2.10387 norm
3000 6 2.30792 diff
3000 6 2.14357 norm
3000 7 2.31765 diff
3000 7 2.19111 norm
3000 8 2.42881 diff
3000 8 2.20157 norm
3000 9 2.44216 diff
3000 9 2.20651 norm
3000 10 2.35133 diff
3000 10 2.05186 norm
3000 11 2.22083 diff
3000 11 1.93761 norm
3000 12 2.03491 diff
3000 12 1.83091 norm
3000 13 1.98008 diff
3000 13 1.74763 norm
3000 14 1.86795 diff
3000 14 1.66117 norm
3000 15 2.00666 diff
3000 15 1.59973 norm
3000 16 1.74613 diff
3000 16 1.53404 norm
3000 17 1.84696 diff
3000 17 1.47917 norm
3000 18 1.71168 diff
3000 18 1.43639 norm
3000 19 1.66265 diff
3000 19 1.39092 norm
3000 20 1.60699 diff
3000 20 1.34452 norm
3000 21 1.56083 diff
3000 21 1.30612 norm
3000 22 1.69158 diff
3000 22 1.26997 norm
3000 23 1.60847 diff
3000 23 1.24286 norm
3000 24 1.57285 diff
3000 24 1.20484 norm
3000 25 1.46205 diff
3000 25 1.18016 norm
3000 26 1.4897 diff
3000 26 1.14876 norm
3000 27 1.35715 diff
3000 27 1.12936 norm
3000 28 1.36752 diff
3000 28 1.10481 norm
3000 29 1.45297 diff
3000 29 1.08099 norm
3000 30 1.34235 diff
3000 30 1.06272 norm
3000 31 1.38205 diff
3000 31 1.04195 norm
3000 32 1.30924 diff
3000 32 1.02796 norm
3000 33 1.29128 diff
3000 33 1.00602 norm
3000 34 1.19007 diff
3000 34 0.988295 norm
3000 35 1.32179 diff
3000 35 0.969058 norm
3000 36 1.27224 diff
3000 36 0.949711 norm
3000 37 1.3623 diff
3000 37 0.944898 norm
3000 38 1.22634 diff
3000 38 0.928719 norm
3000 39 1.17723 diff
3000 39 0.910438 norm
3000 40 1.21747 diff
3000 40 0.899163 norm
3000 41 1.13935 diff
3000 41 0.889543 norm
3000 42 1.1647 diff
3000 42 0.887557 norm
3000 43 1.17256 diff
3000 43 0.867925 norm
3000 44 1.22764 diff
3000 44 0.868155 norm
3000 45 1.18111 diff
3000 45 0.854831 norm
3000 46 1.16012 diff
3000 46 0.854565 norm
3000 47 1.10094 diff
3000 47 0.840195 norm
3000 48 1.21263 diff
3000 48 0.84113 norm
3000 49 1.085 diff
3000 49 0.824333 norm
3000 50 1.21588 diff
3000 50 0.825019 norm
3000 51 1.22717 diff
3000 51 0.825268 norm
3000 52 1.12912 diff
3000 52 0.816933 norm
3000 53 1.10315 diff
3000 53 0.805497 norm
3000 54 1.13081 diff
3000 54 0.795656 norm
3000 55 1.11574 diff
3000 55 0.799797 norm
3000 56 1.1248 diff
3000 56 0.794135 norm
3000 57 1.14966 diff
3000 57 0.783798 norm
3000 58 1.13636 diff
3000 58 0.782741 norm
3000 59 1.20092 diff
3000 59 0.771245 norm
3000 60 1.13751 diff
3000 60 0.771328 norm
3000 61 1.12206 diff
3000 61 0.764541 norm
3000 62 1.17946 diff
3000 62 0.753237 norm
3000 63 1.10185 diff
3000 63 0.748594 norm
3000 64 1.16947 diff
3000 64 0.747456 norm
3000 65 1.16763 diff
3000 65 0.743689 norm
3000 66 1.1208 diff
3000 66 0.735085 norm
3000 67 1.07952 diff
3000 67 0.727387 norm
3000 68 1.10915 diff
3000 68 0.721879 norm
3000 69 1.10437 diff
3000 69 0.717343 norm
3000 70 1.10616 diff
3000 70 0.712677 norm
3000 71 1.06742 diff
3000 71 0.709692 norm
3000 72 1.10578 diff
3000 72 0.699987 norm
3000 73 1.12448 diff
3000 73 0.691661 norm
3000 74 1.11112 diff
3000 74 0.687788 norm
3000 75 1.08268 diff
3000 75 0.683684 norm
3000 76 1.05174 diff
3000 76 0.667044 norm
3000 77 1.06736 diff
3000 77 0.670798 norm
3000 78 1.06588 diff
3000 78 0.656595 norm
3000 79 1.04254 diff
3000 79 0.658056 norm
3000 80 1.01657 diff
3000 80 0.643073 norm
3000 81 1.07209 diff
3000 81 0.64305 norm
3000 82 1.0216 diff
3000 82 0.63197 norm
3000 83 1.02308 diff
3000 83 0.628485 norm
3000 84 1.01446 diff
3000 84 0.625966 norm
3000 85 1.04009 diff
3000 85 0.622956 norm
3000 86 0.984367 diff
3000 86 0.617816 norm
3000 87 1.09549 diff
3000 87 0.605842 norm
3000 88 1.03565 diff
3000 88 0.609869 norm
3000 89 1.02095 diff
3000 89 0.606565 norm
3000 90 1.02446 diff
3000 90 0.602497 norm
3000 91 0.979754 diff
3000 91 0.602476 norm
3000 92 0.975718 diff
3000 92 0.594101 norm
3000 93 1.00504 diff
3000 93 0.603445 norm
3000 94 0.994091 diff
