batch k norm
0 40 0.0060881
0 41 0.00616914
0 42 0.00625107
0 43 0.00633522
0 44 0.00641492
0 45 0.00650234
0 46 0.00658366
0 47 0.00666471
0 48 0.00673308
0 49 0.00681133
0 50 0.00689098
0 51 0.00695764
0 52 0.00703628
0 53 0.00710208
0 54 0.00717689
0 55 0.00725282
0 56 0.00733098
0 57 0.00740105
0 58 0.00748406
0 59 0.00756158
0 60 0.00763833
0 61 0.0077048
0 62 0.00778779
0 63 0.00786129
0 64 0.00793224
0 65 0.00800758
0 66 0.00807084
0 67 0.00814369
0 68 0.00821484
0 69 0.00828865
0 70 0.00835157
0 71 0.00842595
0 72 0.00849309
0 73 0.00856793
0 74 0.00863286
0 75 0.00870431
0 76 0.00876806
0 77 0.00883748
0 78 0.00889795
0 79 0.00896388
0 80 0.00902608
0 81 0.0090907
0 82 0.00914884
0 83 0.0092042
0 84 0.00926436
0 85 0.00932296
0 86 0.00938434
0 87 0.00944883
0 88 0.00950895
0 89 0.00956964
0 90 0.00963034
0 91 0.00969539
0 92 0.00975525
0 93 0.00981673
0 94 0.00988364
0 95 0.00994799
0 96 0.0100126
0 97 0.0100749
0 98 0.0101369
0 99 0.010198
0 100 0.0102638
0 101 0.0103344
0 102 0.010403
0 103 0.0104691
0 104 0.0105364
0 105 0.0106005
0 106 0.0106701
0 107 0.0107395
0 108 0.0108208
0 109 0.0109674
0 110 0.0110878
0 111 0.00817706
0 112 0.00754768
0 113 0.00561213
0 114 0.00488446
0 115 0.00395392
0 116 0.00300413
0 117 0.0025058
0 118 0.00199775
0 119 0.00128204
500 0 0.00146452
500 1 0.00153379
500 2 0.00161752
500 3 0.00170785
500 4 0.00182276
500 5 0.00194724
500 6 0.00209973
500 7 0.00226315
500 8 0.00244561
500 9 0.00262783
500 10 0.00279807
500 11 0.002965
500 12 0.00312149
500 13 0.0032738
500 14 0.00342941
500 15 0.00356257
500 16 0.00369988
500 17 0.00383248
500 18 0.00396607
500 19 0.004095
500 20 0.00422177
500 21 0.00434049
500 22 0.00445476
500 23 0.00456312
500 24 0.00467779
500 25 0.00480438
500 26 0.00491374
500 27 0.00502965
500 28 0.00513345
500 29 0.00523711
500 30 0.00534344
500 31 0.00543956
500 32 0.00552912
500 33 0.00562394
500 34 0.0057319
500 35 0.00576197
500 36 0.00582511
500 37 0.00591223
500 38 0.00590022
500 39 0.00598271
500 40 0.00606193
500 41 0.00614477
500 42 0.00621723
500 43 0.00629657
500 44 0.00637399
500 45 0.00644881
500 46 0.00653773
500 47 0.00661806
500 48 0.00669431
500 49 0.00677546
500 50 0.00685596
500 51 0.00693452
500 52 0.00702003
500 53 0.00710973
500 54 0.00718645
500 55 0.00727199
500 56 0.00735094
500 57 0.00743654
500 58 0.00751457
500 59 0.00759755
500 60 0.00767753
500 61 0.00776081
500 62 0.00783534
500 63 0.00791166
500 64 0.00798524
500 65 0.00806808
500 66 0.00815464
500 67 0.00823662
500 68 0.00830609
500 69 0.00838001
500 70 0.00845557
500 71 0.00853075
500 72 0.00860799
500 73 0.00868114
500 74 0.00875276
500 75 0.00882023
500 76 0.00888873
500 77 0.0089496
500 78 0.00901496
500 79 0.00907868
500 80 0.0091478
500 81 0.00921497
500 82 0.00927029
500 83 0.00933461
500 84 0.00939886
500 85 0.00946352
500 86 0.0095237
500 87 0.00957766
500 88 0.00963599
500 89 0.00969252
500 90 0.0097538
500 91 0.00981271
500 92 0.00987656
500 93 0.00993267
500 94 0.0100016
500 95 0.0100621
500 96 0.0101301
500 97 0.0101899
500 98 0.0102473
500 99 0.0103042
500 100 0.0103677
500 101 0.0104276
500 102 0.0104878
500 103 0.0105481
500 104 0.0106152
500 105 0.0106811
500 106 0.0107419
500 107 0.0108118
500 108 0.0108832
500 109 0.0110569
500 110 0.0111998
500 111 0.0101578
500 112 0.0095467
500 113 0.00864556
500 114 0.00712721
500 115 0.00467799
500 116 0.00401392
500 117 0.00227966
500 118 0.00132418
500 119 0.000887653
1000 0 0.00190478
1000 1 0.00199616
1000 2 0.00192481
1000 3 0.00204497
1000 4 0.0021739
1000 5 0.00231527
1000 6 0.00247945
1000 7 0.00263442
1000 8 0.00282501
1000 9 0.00302441
1000 10 0.00321197
1000 11 0.00342795
1000 12 0.00358598
1000 13 0.00376891
1000 14 0.00392877
1000 15 0.00408604
1000 16 0.00424231
1000 17 0.0043959
1000 18 0.00454244
1000 19 0.00469348
1000 20 0.00482588
1000 21 0.00495989
1000 22 0.00508641
1000 23 0.00522564
1000 24 0.00536541
1000 25 0.0054973
1000 26 0.00561861
1000 27 0.00573681
1000 28 0.00585012
1000 29 0.00595861
1000 30 0.00607459
1000 31 0.00618578
1000 32 0.00630983
1000 33 0.00641691
1000 34 0.00651262
1000 35 0.0065433
1000 36 0.00664507
1000 37 0.00673339
1000 38 0.00683316
1000 39 0.00692711
1000 40 0.0070192
1000 41 0.00709344
1000 42 0.00706543
1000 43 0.00681086
1000 44 0.00689449
1000 45 0.0069751
1000 46 0.00705733
1000 47 0.00713322
1000 48 0.00709624
1000 49 0.00712119
1000 50 0.00719791
1000 51 0.00724809
1000 52 0.00733708
1000 53 0.00741929
1000 54 0.00750811
1000 55 0.00758699
1000 56 0.00766401
1000 57 0.00773608
1000 58 0.00781252
1000 59 0.00789201
1000 60 0.00796874
1000 61 0.00804245
1000 62 0.00811261
1000 63 0.00819481
1000 64 0.00826495
1000 65 0.00834456
1000 66 0.00841404
1000 67 0.00849175
1000 68 0.00857217
1000 69 0.00864941
1000 70 0.00872531
1000 71 0.00879827
1000 72 0.00886342
1000 73 0.00893008
1000 74 0.00900818
1000 75 0.00907605
1000 76 0.00914876
1000 77 0.00920907
1000 78 0.00927775
1000 79 0.00933788
1000 80 0.00940743
1000 81 0.00948143
1000 82 0.00954931
1000 83 0.0096079
1000 84 0.00967182
1000 85 0.00973478
1000 86 0.00980117
1000 87 0.00986166
1000 88 0.00992636
1000 89 0.00999049
1000 90 0.0100482
1000 91 0.0101076
1000 92 0.0101699
1000 93 0.0102311
1000 94 0.0102894
1000 95 0.0103491
1000 96 0.0104098
1000 97 0.0104665
1000 98 0.0105259
1000 99 0.0105823
1000 100 0.0106484
1000 101 0.0107075
1000 102 0.0107676
1000 103 0.0108294
1000 104 0.0108921
1000 105 0.0109629
1000 106 0.0110245
1000 107 0.0110855
1000 108 0.0111516
1000 109 0.011324
1000 110 0.0105356
1000 111 0.00961178
1000 112 0.00916124
1000 113 0.00650208
1000 114 0.00583722
1000 115 0.00504011
1000 116 0.00447685
1000 117 0.00352842
1000 118 0.00176699
1000 119 0.000546691
1500 0 0.00150239
1500 1 0.0015713
1500 2 0.00157995
1500 3 0.00162249
1500 4 0.00174208
1500 5 0.00187656
1500 6 0.00203201
1500 7 0.00218136
1500 8 0.00235217
1500 9 0.00252339
1500 10 0.00268646
1500 11 0.00282884
1500 12 0.00296997
1500 13 0.00312011
1500 14 0.00325683
1500 15 0.00338586
1500 16 0.00350161
1500 17 0.00360939
1500 18 0.00371987
1500 19 0.0038345
1500 20 0.00394738
1500 21 0.00405023
1500 22 0.00416648
1500 23 0.00427368
1500 24 0.00437211
1500 25 0.00447147
1500 26 0.00456968
1500 27 0.0046643
1500 28 0.00475851
1500 29 0.00485029
1500 30 0.00493503
1500 31 0.00501688
1500 32 0.0051016
1500 33 0.00518479
1500 34 0.00526754
1500 35 0.00534702
1500 36 0.00542187
1500 37 0.00549182
1500 38 0.00557221
1500 39 0.0056472
1500 40 0.00571476
1500 41 0.00579061
1500 42 0.00587627
1500 43 0.00595685
1500 44 0.00602867
1500 45 0.00609477
1500 46 0.00617185
1500 47 0.00624778
1500 48 0.00632471
1500 49 0.00639983
1500 50 0.00647509
1500 51 0.00655316
1500 52 0.00662108
1500 53 0.00669148
1500 54 0.00676229
1500 55 0.00682864
1500 56 0.00690183
1500 57 0.00697276
1500 58 0.00704633
1500 59 0.00711017
1500 60 0.00718146
1500 61 0.00725664
1500 62 0.00732992
1500 63 0.00739396
1500 64 0.00746261
1500 65 0.00753425
1500 66 0.00760299
1500 67 0.00766755
1500 68 0.00773582
1500 69 0.007806
1500 70 0.00787179
1500 71 0.00793764
1500 72 0.00800758
1500 73 0.00807473
1500 74 0.00814325
1500 75 0.0082095
1500 76 0.00827767
1500 77 0.00834263
1500 78 0.00840592
1500 79 0.00847429
1500 80 0.00853239
1500 81 0.00860032
1500 82 0.00866271
1500 83 0.00872169
1500 84 0.00877655
1500 85 0.00883484
1500 86 0.00889376
1500 87 0.00894739
1500 88 0.00900746
1500 89 0.00906695
1500 90 0.00913085
1500 91 0.00919467
1500 92 0.009259
1500 93 0.00932622
1500 94 0.0093904
1500 95 0.00945024
1500 96 0.00951499
1500 97 0.00957516
1500 98 0.00963786
1500 99 0.00969823
1500 100 0.00976444
1500 101 0.00983133
1500 102 0.00989855
1500 103 0.00996211
1500 104 0.0100212
1500 105 0.0100835
1500 106 0.0101514
1500 107 0.0102156
1500 108 0.0102827
1500 109 0.0104332
1500 110 0.010557
1500 111 0.0100751
1500 112 0.00905097
1500 113 0.00825616
1500 114 0.0073775
1500 115 0.00621946
1500 116 0.00494726
1500 117 0.00365135
1500 118 0.00184421
1500 119 0.000682986
2000 0 0.00130438
2000 1 0.00136336
2000 2 0.00143924
2000 3 0.00152731
2000 4 0.00164093
2000 5 0.00176315
2000 6 0.00191475
2000 7 0.00205341
2000 8 0.00221305
2000 9 0.00237585
2000 10 0.00253563
2000 11 0.00267304
2000 12 0.00280481
2000 13 0.0029631
2000 14 0.00309138
2000 15 0.00320935
2000 16 0.00333599
2000 17 0.0034683
2000 18 0.00357234
2000 19 0.00368314
2000 20 0.00380445
2000 21 0.00391032
2000 22 0.00401081
2000 23 0.00411123
2000 24 0.00420585
2000 25 0.00430049
2000 26 0.00439839
2000 27 0.004501
2000 28 0.00459641
2000 29 0.00469241
2000 30 0.00478097
2000 31 0.00485938
2000 32 0.00493617
2000 33 0.00501927
2000 34 0.0049957
2000 35 0.00507242
2000 36 0.00515451
2000 37 0.00523314
2000 38 0.00531064
2000 39 0.00537959
2000 40 0.0054522
2000 41 0.00551994
2000 42 0.00559227
2000 43 0.00566452
2000 44 0.00573854
2000 45 0.00580356
2000 46 0.00586916
2000 47 0.00593801
2000 48 0.0060073
2000 49 0.00607956
2000 50 0.00615032
2000 51 0.0062167
2000 52 0.00629345
2000 53 0.00636137
2000 54 0.00642715
2000 55 0.006494
2000 56 0.00656409
2000 57 0.00662806
2000 58 0.006693
2000 59 0.00675025
2000 60 0.00681208
2000 61 0.00687901
2000 62 0.00694433
2000 63 0.00700513
2000 64 0.007062
2000 65 0.00712189
2000 66 0.00718863
2000 67 0.00725855
2000 68 0.00732946
2000 69 0.00739679
2000 70 0.00746368
2000 71 0.00753175
2000 72 0.00759504
2000 73 0.00766033
2000 74 0.00772451
2000 75 0.00778347
2000 76 0.00785484
2000 77 0.00791362
2000 78 0.00797011
2000 79 0.00803734
2000 80 0.00809458
2000 81 0.00815459
2000 82 0.00821568
2000 83 0.00826692
2000 84 0.00832249
2000 85 0.00838556
2000 86 0.00844481
2000 87 0.00851193
2000 88 0.00857202
2000 89 0.00863102
2000 90 0.00868783
2000 91 0.0087377
2000 92 0.0087931
2000 93 0.00885582
2000 94 0.00892
2000 95 0.00897552
2000 96 0.00903503
2000 97 0.00909288
2000 98 0.00914964
2000 99 0.00920382
2000 100 0.00926407
2000 101 0.00932759
2000 102 0.00938735
2000 103 0.00944966
2000 104 0.00950987
2000 105 0.00957831
2000 106 0.00964028
2000 107 0.00970038
2000 108 0.00976409
2000 109 0.00991784
2000 110 0.0100435
2000 111 0.00851282
2000 112 0.00741457
2000 113 0.00657974
2000 114 0.00486761
2000 115 0.00402518
2000 116 0.00349267
2000 117 0.00295432
2000 118 0.00195495
2000 119 0.00135989
2500 0 0.00257168
2500 1 0.00156098
2500 2 0.00160146
2500 3 0.0016944
2500 4 0.00180732
2500 5 0.00193404
2500 6 0.00207111
2500 7 0.00223967
2500 8 0.00242763
2500 9 0.00262637
2500 10 0.00278636
2500 11 0.00294399
2500 12 0.0031011
2500 13 0.00324661
2500 14 0.00339779
2500 15 0.0035368
2500 16 0.00368503
2500 17 0.00381567
2500 18 0.00394533
2500 19 0.00407475
2500 20 0.00419991
2500 21 0.0043135
2500 22 0.00442679
2500 23 0.0045367
2500 24 0.00464292
2500 25 0.00474873
2500 26 0.00485849
2500 27 0.00495816
2500 28 0.00505628
2500 29 0.00515458
2500 30 0.00525007
2500 31 0.005352
2500 32 0.00543934
2500 33 0.00554499
2500 34 0.00562822
2500 35 0.00571439
2500 36 0.00580176
2500 37 0.00589485
2500 38 0.00597784
2500 39 0.00606144
2500 40 0.00614142
2500 41 0.00621868
2500 42 0.0063004
2500 43 0.00637172
2500 44 0.00645243
2500 45 0.00653646
2500 46 0.006615
2500 47 0.00669853
2500 48 0.0067767
2500 49 0.00685842
2500 50 0.00693167
2500 51 0.00701204
2500 52 0.00709155
2500 53 0.00716604
2500 54 0.00724382
2500 55 0.00732283
2500 56 0.00740045
2500 57 0.00747443
2500 58 0.00754481
2500 59 0.00761928
2500 60 0.00768244
2500 61 0.00775485
2500 62 0.00782515
2500 63 0.00789945
2500 64 0.00797464
2500 65 0.0080498
2500 66 0.00812595
2500 67 0.00819209
2500 68 0.00826308
2500 69 0.00833182
2500 70 0.0083963
2500 71 0.00847109
2500 72 0.00854844
2500 73 0.0086184
2500 74 0.00868151
2500 75 0.00875409
2500 76 0.00881282
2500 77 0.00887618
2500 78 0.00893899
2500 79 0.00899911
2500 80 0.009062
2500 81 0.00913797
2500 82 0.00920166
2500 83 0.00926622
2500 84 0.00932408
2500 85 0.00937906
2500 86 0.00943581
2500 87 0.00949684
2500 88 0.00955571
2500 89 0.00961494
2500 90 0.00966861
2500 91 0.00972781
2500 92 0.00978261
2500 93 0.0098354
2500 94 0.00989123
2500 95 0.00994855
2500 96 0.0100108
2500 97 0.010071
2500 98 0.0101334
2500 99 0.0101973
2500 100 0.0102612
2500 101 0.0103288
2500 102 0.0103893
2500 103 0.0104518
2500 104 0.0105097
2500 105 0.010571
2500 106 0.0106294
2500 107 0.0106892
2500 108 0.0107534
2500 109 0.0109062
2500 110 0.0110003
2500 111 0.00823156
2500 112 0.00665672
2500 113 0.00558396
2500 114 0.00476611
2500 115 0.00367894
2500 116 0.00327113
2500 117 0.00221563
2500 118 0.00102979
2500 119 0.000245216
3000 0 0.00164387
3000 1 0.00173293
3000 2 0.00181998
3000 3 0.00192658
3000 4 0.00205958
3000 5 0.00220343
3000 6 0.00236007
3000 7 0.00253406
3000 8 0.00271971
3000 9 0.00294889
3000 10 0.00313767
3000 11 0.00332458
3000 12 0.00349248
3000 13 0.00366082
3000 14 0.00382058
3000 15 0.00395201
3000 16 0.0041045
3000 17 0.00424491
3000 18 0.00437541
3000 19 0.00450755
3000 20 0.00464461
3000 21 0.00477148
3000 22 0.00488947
3000 23 0.00502242
3000 24 0.00513249
3000 25 0.00526814
3000 26 0.00537826
3000 27 0.00549343
3000 28 0.00558915
3000 29 0.00569462
3000 30 0.00580264
3000 31 0.00589877
3000 32 0.0059997
3000 33 0.00610217
3000 34 0.00618983
3000 35 0.00628625
3000 36 0.00639222
3000 37 0.00647436
3000 38 0.00656507
3000 39 0.00665264
3000 40 0.00674025
3000 41 0.00682563
3000 42 0.00691957
3000 43 0.00700282
3000 44 0.00709359
3000 45 0.00717339
3000 46 0.00726088
3000 47 0.00734209
3000 48 0.00742728
3000 49 0.00750893
3000 50 0.007589
3000 51 0.00766856
3000 52 0.00776106
3000 53 0.00783606
3000 54 0.00791799
3000 55 0.00799125
3000 56 0.0080752
3000 57 0.00815998
3000 58 0.00825352
3000 59 0.0083358
3000 60 0.00841584
3000 61 0.00849262
3000 62 0.00857326
3000 63 0.00864985
3000 64 0.00872911
3000 65 0.00880667
3000 66 0.00888176
3000 67 0.00895554
3000 68 0.00903341
3000 69 0.00910989
3000 70 0.00918324
3000 71 0.00926
3000 72 0.00933785
3000 73 0.00941721
3000 74 0.00950003
3000 75 0.00958422
3000 76 0.00965802
3000 77 0.0097301
3000 78 0.00980635
3000 79 0.00988672
3000 80 0.00996646
3000 81 0.0100411
3000 82 0.01012
3000 83 0.0101897
3000 84 0.0102635
3000 85 0.0103349
3000 86 0.0104059
3000 87 0.0104798
3000 88 0.010553
3000 89 0.0106176
3000 90 0.0106948
3000 91 0.010759
3000 92 0.0108338
3000 93 0.0109048
3000 94 0.0109739
3000 95 0.0110462
3000 96 0.0111214
3000 97 0.011199
3000 98 0.0112801
3000 99 0.0113493
3000 100 0.0114273
3000 101 0.0115028
3000 102 0.011579
3000 103 0.0116569
3000 104 0.0117332
3000 105 0.0118102
3000 106 0.0118815
3000 107 0.0119563
3000 108 0.0120382
3000 109 0.0122148
3000 110 0.0123617
3000 111 0.0113814
3000 112 0.0102069
3000 113 0.00846882
3000 114 0.00645688
3000 115 0.00536554
3000 116 0.00459529
3000 117 0.00347908
3000 118 0.00237442
3000 119 0.00127213
3500 0 0.00383085
3500 1 0.0029138
3500 2 0.00155677
3500 3 0.00161826
3500 4 0.00172868
3500 5 0.00184503
3500 6 0.00199463
3500 7 0.00214702
3500 8 0.00230634
3500 9 0.00248506
3500 10 0.00266483
3500 11 0.00282329
3500 12 0.00295871
3500 13 0.0030941
3500 14 0.00323432
3500 15 0.00338161
3500 16 0.00349803
3500 17 0.0036195
3500 18 0.00374603
3500 19 0.0038613
3500 20 0.00397056
3500 21 0.00407517
3500 22 0.00418333
3500 23 0.00429849
3500 24 0.00441067
3500 25 0.0045124
3500 26 0.00460854
3500 27 0.00469904
3500 28 0.00478953
3500 29 0.00488301
3500 30 0.00498602
3500 31 0.00509368
3500 32 0.00518358
3500 33 0.00527542
3500 34 0.00535306
3500 35 0.00543375
3500 36 0.00551693
3500 37 0.00559376
3500 38 0.00568596
3500 39 0.00576731
3500 40 0.00584476
3500 41 0.00591869
3500 42 0.005989
3500 43 0.00600974
3500 44 0.00608022
3500 45 0.00615276
3500 46 0.00622775
3500 47 0.00630325
3500 48 0.00638424
3500 49 0.00647114
3500 50 0.00654306
3500 51 0.00661998
3500 52 0.00670055
3500 53 0.00677378
3500 54 0.0068445
3500 55 0.00691544
3500 56 0.00698421
3500 57 0.00705651
3500 58 0.00713006
3500 59 0.00720537
3500 60 0.00727485
3500 61 0.00734365
3500 62 0.0074229
3500 63 0.00749767
3500 64 0.00756569
3500 65 0.00763295
3500 66 0.00770218
3500 67 0.0077731
3500 68 0.00784447
3500 69 0.00790876
3500 70 0.00797572
3500 71 0.00803839
3500 72 0.00810678
3500 73 0.0081677
3500 74 0.00822912
3500 75 0.0082956
3500 76 0.00835908
3500 77 0.00841426
3500 78 0.00847029
3500 79 0.00853788
3500 80 0.00860016
3500 81 0.00866138
3500 82 0.00872175
3500 83 0.00877862
3500 84 0.00883505
3500 85 0.00889268
3500 86 0.00894834
3500 87 0.00900607
3500 88 0.00906621
3500 89 0.00912315
3500 90 0.00918481
3500 91 0.00924552
3500 92 0.00929497
3500 93 0.00935827
3500 94 0.0094193
3500 95 0.00948323
3500 96 0.00954177
3500 97 0.00959645
3500 98 0.00965545
3500 99 0.00971696
3500 100 0.0097733
3500 101 0.00983349
3500 102 0.00989559
3500 103 0.00995204
3500 104 0.0100115
3500 105 0.0100705
3500 106 0.0101306
3500 107 0.0101916
3500 108 0.0102518
3500 109 0.0103966
3500 110 0.0105457
3500 111 0.00922101
3500 112 0.00790727
3500 113 0.00687859
3500 114 0.00527572
3500 115 0.00417132
3500 116 0.00284296
3500 117 0.00157333
3500 118 0.00107598
3500 119 0.000693211
4000 0 0.00131326
4000 1 0.0013652
4000 2 0.00142705
4000 3 0.00150767
4000 4 0.00160969
4000 5 0.00173012
4000 6 0.00186265
4000 7 0.0020247
4000 8 0.00218798
4000 9 0.00236363
4000 10 0.00253998
4000 11 0.00269646
4000 12 0.00283841
4000 13 0.00300073
4000 14 0.00314085
4000 15 0.00327129
4000 16 0.00340548
4000 17 0.00352226
4000 18 0.00363909
4000 19 0.00376804
4000 20 0.00387948
4000 21 0.00398432
4000 22 0.00409168
4000 23 0.00420095
4000 24 0.00430642
4000 25 0.00440789
4000 26 0.0045149
4000 27 0.0046167
4000 28 0.00471005
4000 29 0.00480282
4000 30 0.00489391
4000 31 0.00498449
4000 32 0.00507362
4000 33 0.0051664
4000 34 0.00525028
4000 35 0.00533605
4000 36 0.00542594
4000 37 0.00550613
4000 38 0.0055858
4000 39 0.00565878
4000 40 0.00573812
4000 41 0.00581581
4000 42 0.00588934
4000 43 0.00597049
4000 44 0.00604496
4000 45 0.00611916
4000 46 0.0061919
4000 47 0.00626037
4000 48 0.00633243
4000 49 0.00640434
4000 50 0.0064673
4000 51 0.00654646
4000 52 0.0066249
4000 53 0.00669749
4000 54 0.00677232
4000 55 0.00685096
4000 56 0.00692434
4000 57 0.00699123
4000 58 0.00705904
4000 59 0.0071313
4000 60 0.00720379
4000 61 0.00726407
4000 62 0.00732814
4000 63 0.00740333
4000 64 0.00746883
4000 65 0.00753299
4000 66 0.00759584
4000 67 0.00766043
4000 68 0.00772231
4000 69 0.00779482
4000 70 0.00785816
4000 71 0.00791849
4000 72 0.0079783
4000 73 0.00804234
4000 74 0.00809944
4000 75 0.00816142
4000 76 0.00822152
4000 77 0.0082757
4000 78 0.00832977
4000 79 0.00838714
4000 80 0.0084432
4000 81 0.00850344
4000 82 0.00856095
4000 83 0.00861661
4000 84 0.00867213
4000 85 0.00873036
4000 86 0.00878556
4000 87 0.00884232
4000 88 0.0088929
4000 89 0.00895145
4000 90 0.00900775
4000 91 0.00906609
4000 92 0.00913185
4000 93 0.00919633
4000 94 0.00925772
4000 95 0.00931616
4000 96 0.00937354
4000 97 0.00943411
4000 98 0.00949172
4000 99 0.00954558
4000 100 0.00961444
4000 101 0.009672
4000 102 0.00972832
4000 103 0.00978588
4000 104 0.00984239
4000 105 0.00990669
4000 106 0.00996736
4000 107 0.0100298
4000 108 0.0101042
4000 109 0.0102648
4000 110 0.0104167
4000 111 0.00867193
4000 112 0.00834358
4000 113 0.00742762
4000 114 0.00618737
4000 115 0.00415055
4000 116 0.00320357
4000 117 0.00262461
4000 118 0.00116145
4000 119 0.000457389
4500 0 0.00214728
4500 1 0.00225015
4500 2 0.00235124
4500 3 0.00170827
4500 4 0.00181728
4500 5 0.00194934
4500 6 0.00210482
4500 7 0.00227682
4500 8 0.00248245
4500 9 0.00266626
4500 10 0.00285245
4500 11 0.00301613
4500 12 0.00316483
4500 13 0.00329561
4500 14 0.00344644
4500 15 0.00358025
4500 16 0.00371174
4500 17 0.00383765
4500 18 0.00396918
4500 19 0.00409621
4500 20 0.00421489
4500 21 0.0043245
4500 22 0.00439042
4500 23 0.00447952
4500 24 0.00458435
4500 25 0.00467981
4500 26 0.00478123
4500 27 0.0048829
4500 28 0.0049715
4500 29 0.00505504
4500 30 0.00514454
4500 31 0.00524038
4500 32 0.00531965
4500 33 0.00541747
4500 34 0.00550663
4500 35 0.00557978
4500 36 0.00565505
4500 37 0.00574463
4500 38 0.00582924
4500 39 0.00591575
4500 40 0.00599241
4500 41 0.00607244
4500 42 0.0061535
4500 43 0.0062348
4500 44 0.00631157
4500 45 0.00638304
4500 46 0.0064588
4500 47 0.00653856
4500 48 0.00661288
4500 49 0.00668725
4500 50 0.00676181
4500 51 0.00683332
4500 52 0.00690991
4500 53 0.00697903
4500 54 0.00705293
4500 55 0.00712536
4500 56 0.00719741
4500 57 0.00727235
4500 58 0.00734354
4500 59 0.00741235
4500 60 0.00748122
4500 61 0.00755281
4500 62 0.00762306
4500 63 0.00768672
4500 64 0.00775622
4500 65 0.00782571
4500 66 0.0078954
4500 67 0.00796728
4500 68 0.00803266
4500 69 0.00810654
4500 70 0.00817831
4500 71 0.00824797
4500 72 0.00831001
4500 73 0.00836911
4500 74 0.00843363
4500 75 0.00849771
4500 76 0.00855822
4500 77 0.00862286
4500 78 0.00869171
4500 79 0.00875264
4500 80 0.00881386
4500 81 0.00887394
4500 82 0.00893473
4500 83 0.00899184
4500 84 0.00904913
4500 85 0.00910889
4500 86 0.00916983
4500 87 0.00922725
4500 88 0.00927897
4500 89 0.00934011
4500 90 0.0093974
4500 91 0.00945805
4500 92 0.00952168
4500 93 0.00958086
4500 94 0.00964377
4500 95 0.00970899
4500 96 0.00977158
4500 97 0.00984505
4500 98 0.0099061
4500 99 0.00996922
4500 100 0.0100335
4500 101 0.0100924
4500 102 0.0101525
4500 103 0.0102203
4500 104 0.0102882
4500 105 0.0103588
4500 106 0.0104208
4500 107 0.0104795
4500 108 0.0105396
4500 109 0.0106846
4500 110 0.0108209
4500 111 0.00919789
4500 112 0.0073343
4500 113 0.00629059
4500 114 0.00573204
4500 115 0.00463531
4500 116 0.0033139
4500 117 0.00241611
4500 118 0.00204197
4500 119 0.0011139
0 0 0.0011975
0 1 0.0012589
0 2 0.00133046
0 3 0.0014195
0 4 0.00150193
0 5 0.0016057
0 6 0.00172708
0 7 0.00184068
0 8 0.00198613
0 9 0.00212435
0 10 0.00226257
0 11 0.00240165
0 12 0.00253036
0 13 0.00264879
0 14 0.00276576
0 15 0.00288039
0 16 0.00298542
0 17 0.00310703
0 18 0.00320406
0 19 0.00329953
0 20 0.00339771
0 21 0.00349763
0 22 0.00357844
0 23 0.00367142
0 24 0.00376695
0 25 0.00384971
0 26 0.00393824
0 27 0.00401426
0 28 0.00409125
0 29 0.00416865
0 30 0.00425193
0 31 0.00432926
0 32 0.00440239
0 33 0.0044894
0 34 0.00455759
0 35 0.00463596
0 36 0.00470701
0 37 0.00478014
0 38 0.00484935
0 39 0.00491328
0 40 0.00498117
0 41 0.00504524
0 42 0.00510786
0 43 0.00518569
0 44 0.00524917
0 45 0.00531184
0 46 0.00537601
0 47 0.00543789
0 48 0.00550936
0 49 0.00557275
0 50 0.00563851
0 51 0.00570652
0 52 0.00577064
0 53 0.00583172
0 54 0.00589976
0 55 0.00596295
0 56 0.00602741
0 57 0.00608926
0 58 0.00615632
0 59 0.00622446
0 60 0.00628695
0 61 0.00634293
0 62 0.00640328
0 63 0.00646847
0 64 0.0065268
0 65 0.00658602
0 66 0.00665115
0 67 0.00670789
0 68 0.00676361
0 69 0.00682474
0 70 0.00688258
0 71 0.00693571
0 72 0.00699431
0 73 0.0070518
0 74 0.00710896
0 75 0.00716375
0 76 0.00722261
0 77 0.00727744
0 78 0.00733296
0 79 0.00738575
0 80 0.00743594
0 81 0.00748614
0 82 0.00753855
0 83 0.0075868
0 84 0.00764054
0 85 0.00769244
0 86 0.0077403
0 87 0.00778475
0 88 0.00782793
0 89 0.00787488
0 90 0.00792252
0 91 0.00796796
0 92 0.00801383
0 93 0.00806017
0 94 0.00811188
0 95 0.00815755
0 96 0.00820519
0 97 0.00825502
0 98 0.00829996
0 99 0.00835748
0 100 0.00841239
0 101 0.00846672
0 102 0.00851729
0 103 0.00857019
0 104 0.00861941
0 105 0.0086711
0 106 0.00872455
0 107 0.00877716
0 108 0.00882961
0 109 0.00897454
0 110 0.00908868
0 111 0.00910888
0 112 0.00764821
0 113 0.00717073
0 114 0.0061138
0 115 0.00546175
0 116 0.00330751
0 117 0.00297613
0 118 0.00232477
0 119 0.000991932
500 0 0.00163535
500 1 0.00170813
500 2 0.00179903
500 3 0.00190446
500 4 0.00203103
500 5 0.00217412
500 6 0.00233792
500 7 0.00250991
500 8 0.00268966
500 9 0.00290515
500 10 0.0031258
500 11 0.00326159
500 12 0.00343489
500 13 0.00359246
500 14 0.00374174
500 15 0.00388877
500 16 0.00404337
500 17 0.00417437
500 18 0.00430408
500 19 0.00443323
500 20 0.00453692
500 21 0.00463739
500 22 0.00475946
500 23 0.00487966
500 24 0.00498703
500 25 0.00509681
